TransactionNo,Date,Product_Number,Product_Name,Price,Quantity,CustomerNo,Country,Currency
T553520,2019-05-16,22629,"Spaceboy lunch box ",12,NULL,17238,"United Kingdom",GBP
T553522,2019-05-17,22776,"Sweetheart 3 tier cake stand ",20,1,15005,"United Kingdom",GBP
T553525,2019-05-16,22189,"Cream heart card holder",0,NULL,16266,"United Kingdom",GBP
T553527,2019-05-17,22549,"Picture dominoes",0,NULL,15123,"United Kingdom",GBP
T553535,2019-05-17,23298,"Spotty bunting",15,3,13535,Ireland,EUR
T553539,2019-05-17,20682,"Red retrospot childrens umbrella",10,1,17539,"United Kingdom",GBP
T553541,2019-05-17,22386,"Jumbo bag pink polkadot",7,3,14541,"United Kingdom",GBP
T553541,2019-05-17,21080,"Set20 red retrospot paper napkins",12,NULL,14541,"United Kingdom",GBP
T553549,2019-05-17,23205,"Charlotte bag vintage alphabet",11,1,17549,"United Kingdom",GBP
T553549,2019-05-17,22678,"French blue metal door sign 3",12,10,17549,"United Kingdom",GBP
T553565,2019-05-18,22464,"Hanging metal heart lantern",11,NULL,17505,"United Kingdom",GBP
T553577,2019-05-18,22435,"Set of 9 heart shaped balloons ",0,10,12437,France,EUR
T553585,2019-05-18,22030,"Swallows greeting card",10,10,15301,"United Kingdom",GBP
T553657,2019-05-17,84596,"Small marshmallows pink bowl",10,10,14583,"United Kingdom",GBP
T553657,2019-05-18,22868,"Number tile cottage garden 0 ",12,NULL,14583,"United Kingdom",GBP
T553658,2019-05-18,85104,"Silver glass tlight set ",13,NULL,16818,"United Kingdom",GBP
T553662,2019-05-18,37471,"Multicolour polkadot plate",11,NULL,14758,"United Kingdom",GBP
T553670,2019-05-17,22848,"Bread bin diner style pink",25,4,14407,"United Kingdom",GBP
T553679,2019-05-18,85123,"Cream hanging heart tlight holder",13,12,14565,"United Kingdom",GBP
T553686,2019-05-17,21896,"Potting shed twine",12,6,14911,Ireland,EUR
T553686,2019-05-17,22693,"Grow a flytrap or sunflower in tin",11,48,14911,Ireland,EUR
T553712,2019-05-18,23118,"Parisienne jewellery drawer",17,10,13552,"United Kingdom",GBP
T553718,2019-05-17,23165,"Large ceramic top storage jar",13,NULL,12718,France,EUR
T553726,2019-05-18,22713,"Card i love london",10,24,16681,"United Kingdom",GBP
T553751,2019-05-19,22928,"Yellow giant garden thermometer",16,10,15630,"United Kingdom",GBP
T553765,2019-05-18,22491,"Pack of 12 coloured pencils",11,10,17245,"United Kingdom",GBP
T553765,2019-05-19,22584,"Pack of 6 panettone gift boxes",12,10,17245,"United Kingdom",GBP
T553766,2019-05-18,22699,"Roses regency teacup and saucer",0,NULL,13766,"United Kingdom",GBP
T553766,2019-05-19,85150,"Ladies  gentlemen metal sign",15,10,13766,"United Kingdom",GBP
T553767,2019-05-19,47566,"Tea time party bunting",0,6,17767,"United Kingdom",GBP
T553768,2019-05-19,20717,"Strawberry shopper bag",0,1,14768,"United Kingdom",GBP
T553831,2019-05-18,22759,"Set of 3 notebooks in parcel",0,10,14442,"Channel Islands",JEP
T553831,2019-05-19,23091,"Zinc herb garden container",16,3,14442,"Channel Islands",JEP
T553838,2019-05-19,84970,"Single heart zinc tlight holder",11,12,12620,France,EUR
T553842,2019-05-19,21244,"Blue polkadot plate",11,NULL,12524,Germany,EUR
T553845,2019-05-19,85123,"Cream hanging heart tlight holder",12,10,17675,"United Kingdom",GBP
T553872,2019-05-19,23301,"Gardeners kneeling pad keep calm",11,12,13050,"United Kingdom",GBP
T553879,2019-05-19,20717,"Strawberry shopper bag",11,10,15791,"United Kingdom",GBP
T553879,2019-05-19,20725,"Lunch bag red retrospot",5,10,15791,"United Kingdom",GBP
T553890,2019-05-19,22357,"Kings choice biscuit tin",18,1,13890,"United Kingdom",GBP
T553890,2019-05-19,35598,"Pinkwhite christmas tree 60cm",12,10,13890,"United Kingdom",GBP
T553901,2019-05-19,23108,"Set of 10 led dolly lights",16,10,14911,Ireland,EUR
T553915,2019-05-18,21928,"Jumbo bag scandinavian blue paisley",0,NULL,18225,"United Kingdom",GBP
T553922,2019-05-20,22501,"Picnic basket wicker large",20,10,17926,"United Kingdom",GBP
T553931,2019-05-19,22920,"Herb marker basil",0,10,14911,Ireland,EUR
T553937,2019-05-20,22729,"Alarm clock bakelike orange ",14,NULL,14056,"United Kingdom",GBP
T553942,2019-05-20,23160,"Regency tea spoon",11,12,18055,"United Kingdom",GBP
T554000,2019-05-20,23170,"Regency tea plate roses",11,12,14794,"United Kingdom",GBP
T554008,2019-05-20,37449,"Ceramic cake stand  hanging cakes",20,2,17455,"United Kingdom",GBP
T554028,2019-05-20,22919,"Herb marker mint",0,12,15410,"United Kingdom",GBP
T554031,2019-05-20,23065,"Large deco jewellery stand",23,10,16497,"United Kingdom",GBP
T554038,2019-05-20,21390,"Filigris heart with butterfly",0,24,12775,Netherlands,EUR
T554040,2019-05-20,22697,"Green regency teacup and saucer",13,10,15290,"United Kingdom",GBP
T554043,2019-05-20,22847,"Bread bin diner style ivory",27,1,16832,"United Kingdom",GBP
T554062,2019-05-22,90093,"Clear crystal star phone charm",0,12,13654,"United Kingdom",GBP
T554072,2019-05-22,21693,"Small hammered silver candlepot",13,6,13555,"United Kingdom",GBP
T554083,2019-05-22,21162,"Toxic area door hanger",11,2,18125,"United Kingdom",GBP
T554103,2019-05-22,21793,"Classic french style basket brown",14,3,15555,"United Kingdom",GBP
T554113,2019-05-22,85099,"Jumbo bag red retrospot",6,10,16700,"United Kingdom",GBP
T554113,2019-05-22,23284,"Doormat keep calm and come in ",18,4,16700,"United Kingdom",GBP
T554114,2019-05-22,21617,"4 lily botanical dinner candles",0,2,15292,"United Kingdom",GBP
T554116,2019-05-22,23091,"Zinc herb garden container",16,NULL,14514,"United Kingdom",GBP
T554117,2019-05-21,23084,"Rabbit night light",0,6,13758,"United Kingdom",GBP
T554123,2019-05-22,21713,"Citronella candle flowerpot",0,8,16818,"United Kingdom",GBP
T554123,2019-05-22,85048,"15cm christmas glass ball 20 lights",18,2,16818,"United Kingdom",GBP
T554124,2019-05-23,22594,"Christmas gingham tree",11,12,13339,"United Kingdom",GBP
T554125,2019-05-23,22497,"Set of 2 tins vintage bathroom",0,4,13885,"United Kingdom",GBP
T554125,2019-05-23,72807,"Set3 ocean scent candle jewel box ",14,4,13885,"United Kingdom",GBP
T554137,2019-05-23,21672,"White spot red ceramic drawer knob",11,12,12708,Germany,EUR
T554151,2019-05-23,22526,"Wheelbarrow for children",23,10,14049,"United Kingdom",GBP
T554158,2019-05-23,23076,"Ice cream sundae lip gloss",11,24,15563,"United Kingdom",GBP
T554281,2019-05-22,22585,"Pack of 6 birdy gift tags",0,10,18160,"United Kingdom",GBP
T554283,2019-05-22,22722,"Set of 6 spice tins pantry design",14,8,17686,"United Kingdom",GBP
T554285,2019-05-22,21094,"Set6 red spotty paper plates ",12,5,14285,"United Kingdom",GBP
T554310,2019-05-23,23090,"Vintage glass tlight holder",11,2,17310,"United Kingdom",GBP
T554310,2019-05-23,47367,"Pair padded hangers pink check",13,10,17310,"United Kingdom",GBP
T554325,2019-05-23,23209,"Lunch bag vintage doily",5,20,12621,Germany,EUR
T554329,2019-05-23,22627,"Mint kitchen scales",18,12,15796,"United Kingdom",GBP
T554348,2019-05-24,22844,"Vintage cream dog food container",0,2,13523,"United Kingdom",GBP
T554350,2019-05-24,21539,"Red retrospot butter dish",15,3,13523,"United Kingdom",GBP
T554370,2019-05-24,23171,"Regency tea plate green",11,10,13267,"United Kingdom",GBP
T554375,2019-05-24,22997,"Travel card wallet union jack",10,24,18044,"United Kingdom",GBP
T554376,2019-05-24,21033,"Jumbo bag charlie and lola toys",0,3,15719,"United Kingdom",GBP
T554382,2019-05-24,22699,"Roses regency teacup and saucer",13,10,17365,"United Kingdom",GBP
T554392,2019-05-24,21561,"Dinosaur lunch box with cutlery",12,4,14534,"United Kingdom",GBP
T554490,2019-05-23,22682,"French blue metal door sign 7",11,10,17058,"United Kingdom",GBP
T554494,2019-05-24,15044,"Blue paper parasol",13,2,16327,"United Kingdom",GBP
T554494,2019-05-24,20725,"Lunch bag red retrospot",5,10,16327,"United Kingdom",GBP
T554494,2019-05-24,20726,"Lunch bag woodland",5,10,16327,"United Kingdom",GBP
T554510,2019-05-24,85066,"Cream sweetheart mini chest",21,6,17389,"United Kingdom",GBP
T554511,2019-05-24,20707,"Crazy daisy heart decoration",11,1,14511,"United Kingdom",GBP
T554511,2019-05-24,23182,"Toilet sign occupied or vacant",12,1,14511,"United Kingdom",GBP
T554514,2019-05-23,23089,"Glass bon bon jar",13,1,16514,"United Kingdom",GBP
T554514,2019-05-24,22773,"Green drawer knob acrylic edwardian",12,4,16514,"United Kingdom",GBP
T554526,2019-05-24,22326,"Round snack boxes set of4 woodland",13,10,17526,"United Kingdom",GBP
T554556,2019-05-25,23233,"Wrap poppies design",10,10,13098,"United Kingdom",GBP
T554603,2019-05-25,21888,"Bingo set",14,10,14593,"United Kingdom",GBP
T554628,2019-05-25,21933,"Pink vintage paisley picnic bag",0,4,15039,"United Kingdom",GBP
T554633,2019-05-25,16049,"Teatime gel pens asst ",10,144,14287,"United Kingdom",GBP
T554638,2019-05-25,22730,"Alarm clock bakelike ivory",14,3,14810,"United Kingdom",GBP
T554644,2019-05-25,22411,"Jumbo shopper vintage red paisley",12,10,15311,"United Kingdom",GBP
T554651,2019-05-24,22993,"Set of 4 pantry jelly moulds",11,24,12779,"United Kingdom",GBP
T554658,2019-05-25,20719,"Woodland charlotte bag",11,NULL,12839,"United Kingdom",GBP
T554669,2019-05-25,22554,"Plasters in tin woodland animals",11,NULL,15203,"United Kingdom",GBP
T554694,2019-05-25,22465,"Hanging metal star lantern",13,3,13694,"United Kingdom",GBP
T554695,2019-05-25,22629,"Spaceboy lunch box",0,3,16161,"United Kingdom",GBP
T554697,2019-05-25,21904,"House wrecking metal sign",12,NULL,14584,"United Kingdom",GBP
T554714,2019-05-26,22722,"Set of 6 spice tins pantry design",18,1,15714,"United Kingdom",GBP
T554714,2019-05-26,21126,"Set of 6 girls celebration candles",12,1,15714,"United Kingdom",GBP
T554756,2019-05-26,84821,"Danish rose deluxe coaster",11,12,16837,"United Kingdom",GBP
T554765,2019-05-26,21259,"Victorian sewing box small",16,2,16837,"United Kingdom",GBP
T554794,2019-05-26,21986,"Pack of 12 pink polkadot tissues",10,24,12720,Germany,EUR
T554808,2019-05-25,23207,"Lunch bag alphabet design",5,NULL,17059,"United Kingdom",GBP
T554812,2019-05-25,22167,"Oval wall mirror diamante ",20,2,15005,"United Kingdom",GBP
T554814,2019-05-26,22742,"Make your own playtime card kit",13,6,16609,"United Kingdom",GBP
T554820,2019-05-26,23168,"Classic cafe sugar dispenser",0,12,15622,"United Kingdom",GBP
T554827,2019-05-26,22131,"Food container set 3 love heart",11,144,14646,Netherlands,EUR
T554842,2019-05-26,22750,"Feltcraft princess lola doll",0,NULL,14740,"United Kingdom",GBP
T554861,2019-05-27,21934,"Skull shoulder bag",11,10,12633,Germany,EUR
T554906,2019-05-27,23175,"Regency milk jug pink",13,4,14194,"United Kingdom",GBP
T554919,2019-05-27,22386,"Jumbo bag pink polkadot",0,NULL,13225,"United Kingdom",GBP
T554935,2019-05-27,22697,"Green regency teacup and saucer",0,6,14338,"United Kingdom",GBP
T554938,2019-05-27,85019,"Blossom images notebook set ",11,10,12876,Belgium,BEF
T554948,2019-05-26,84997,"Childrens cutlery polkadot blue",14,10,14447,"United Kingdom",GBP
T554956,2019-05-27,22910,"Paper chain kit vintage christmas",17,1,17956,"United Kingdom",GBP
T554960,2019-05-27,21424,"Woodland storage box large",17,1,12960,"United Kingdom",GBP
T554964,2019-05-27,22423,"Regency cakestand 3 tier",23,NULL,15867,"United Kingdom",GBP
T554964,2019-05-27,48138,"Doormat union flag",18,10,15867,"United Kingdom",GBP
T554968,2019-05-27,22831,"White brocante soap dish",13,3,17961,"United Kingdom",GBP
T554980,2019-05-28,22568,"Feltcraft cushion owl",14,6,17613,"United Kingdom",GBP
T554981,2019-05-29,22411,"Jumbo shopper vintage red paisley",12,10,17613,"United Kingdom",GBP
T554986,2019-05-29,21063,"Party invites jazz hearts",11,3,14451,"United Kingdom",GBP
T554992,2019-05-29,22779,"Wooden owls light garland",14,10,16686,"United Kingdom",GBP
T554996,2019-05-29,85123,"Cream hanging heart tlight holder",13,2,16407,"United Kingdom",GBP
T555002,2019-05-31,47566,"Party bunting",0,8,17682,"United Kingdom",GBP
T555025,2019-05-31,23118,"Parisienne jewellery drawer",0,2,17648,"United Kingdom",GBP
T555095,2019-05-31,23192,"Bundle of 3 alphabet exercise books",11,10,12540,Spain,EUR
T555108,2019-05-31,82486,"3 drawer antique white wood cabinet",19,1,18231,"United Kingdom",GBP
T555110,2019-05-30,22754,"Small red babushka notebook ",11,1,17841,"United Kingdom",GBP
T555110,2019-05-31,23084,"Rabbit night light",12,10,17841,"United Kingdom",GBP
T555115,2019-05-30,22112,"Chocolate hot water bottle ",23,2,14115,"United Kingdom",GBP
T555149,2019-05-30,79190,"Retro plastic 70s tray",11,10,13149,"United Kingdom",GBP
T555149,2019-05-31,22974,"Childrens dolly girl mug",13,10,13149,"United Kingdom",GBP
T555150,2019-05-31,22920,"Herb marker basil",11,1,17150,"United Kingdom",GBP
T555160,2019-05-31,22629,"Spaceboy lunch box",0,64,14646,Netherlands,EUR
T555162,2019-06-01,22433,"Watering can green dinosaur",12,6,12473,Germany,EUR
T555200,2019-06-01,23300,"Gardeners kneeling pad cup of tea",11,NULL,17315,"United Kingdom",GBP
T555203,2019-06-01,21390,"Filigris heart with butterfly",11,7,17191,"United Kingdom",GBP
T555232,2019-05-31,21892,"Traditional wooden catch cup game",11,30,14597,"United Kingdom",GBP
T555243,2019-06-01,85123,"Cream hanging heart tlight holder",13,6,13475,"United Kingdom",GBP
T555263,2019-05-31,47599,"Pink party bags",12,10,15192,"United Kingdom",GBP
T555263,2019-06-01,21462,"Nursery a b c painted letters",17,2,15192,"United Kingdom",GBP
T555276,2019-06-01,22346,"Party pizza dish green polkadot",11,1,14276,"United Kingdom",GBP
T555276,2019-06-01,20716,"Party food shopper bag",11,10,14276,"United Kingdom",GBP
T555278,2019-06-01,21993,"Floral folk stationery set",12,2,15278,"United Kingdom",GBP
T555279,2019-05-31,22505,"Memo board cottage design",15,1,16348,"United Kingdom",GBP
T555282,2019-06-02,22989,"Set 2 pantry design tea towels",0,24,12709,Germany,EUR
T555282,2019-06-02,47590,"Pink happy birthday bunting",15,10,12709,Germany,EUR
T555322,2019-06-01,21949,"Set of 6 strawberry chopsticks",12,1,13322,"United Kingdom",GBP
T555323,2019-06-02,22167,"Oval wall mirror diamante",30,1,15323,"United Kingdom",GBP
T555324,2019-06-02,21931,"Jumbo storage bag suki",14,1,12324,"United Kingdom",GBP
T555327,2019-06-02,21672,"White spot red ceramic drawer knob",12,4,16327,"United Kingdom",GBP
T555327,2019-06-02,21929,"Jumbo bag pink vintage paisley",7,1,16327,"United Kingdom",GBP
T555340,2019-06-02,85099,"Jumbo bag strawberry",6,10,13334,"United Kingdom",GBP
T555350,2019-06-01,23138,"Single wire hook ivory heart",11,12,17652,"United Kingdom",GBP
T555367,2019-06-02,21926,"Redcream stripe cushion cover",0,12,17900,"United Kingdom",GBP
T555367,2019-06-02,46000,"Polyester filler pad 40x40cm",11,10,17900,"United Kingdom",GBP
T555397,2019-06-02,22321,"Bird decoration red retrospot",11,3,13397,"United Kingdom",GBP
T555397,2019-06-02,84968,"Set of 16 vintage pistachio cutlery",35,10,13397,"United Kingdom",GBP
T555397,2019-06-02,22692,"Doormat welcome to our home",0,1,13397,"United Kingdom",GBP
T555397,2019-06-02,21557,"Set of 6 funky beakers",16,3,13397,"United Kingdom",GBP
T555401,2019-06-01,23200,"Jumbo bag pears",6,40,14088,"United Kingdom",GBP
T555410,2019-06-03,84945,"Multi colour silver tlight holder",11,10,16239,"United Kingdom",GBP
T555420,2019-06-03,22192,"Blue diner wall clock",0,10,13458,"United Kingdom",GBP
T555470,2019-06-03,22383,"Lunch bag suki design",5,10,12455,Spain,EUR
T555471,2019-06-03,47566,"Party bunting",15,NULL,16117,"United Kingdom",GBP
T555488,2019-06-03,21755,"Love building block word",16,10,16942,"United Kingdom",GBP
T555500,2019-06-03,22364,"Glass jar digestive biscuits",13,10,15508,"United Kingdom",GBP
T555510,2019-06-03,21471,"Strawberry raffia food cover",17,1,13510,"United Kingdom",GBP
T555511,2019-06-05,22727,"Alarm clock bakelike red",14,NULL,17708,"United Kingdom",GBP
T555540,2019-06-05,85183,"Charlie  lola wastepaper bin flora",0,NULL,13668,"United Kingdom",GBP
T555545,2019-06-05,20728,"Lunch bag cars blue ",5,10,17735,"United Kingdom",GBP
T555545,2019-06-04,47566,"Tea time party bunting",15,4,17735,"United Kingdom",GBP
T555547,2019-06-04,21731,"Red toadstool led night light",11,12,12681,France,EUR
T555549,2019-06-05,23152,"Ivory sweetheart wire letter rack",14,10,13637,"United Kingdom",GBP
T555549,2019-06-05,22766,"Photo frame cornice",13,10,13637,"United Kingdom",GBP
T555555,2019-06-05,20969,"Red floral feltcraft shoulder bag",14,10,16963,"United Kingdom",GBP
T555558,2019-06-05,23206,"Lunch bag apple design",0,2,14159,"United Kingdom",GBP
T555564,2019-06-04,22996,"Travel card wallet vintage ticket",10,NULL,15005,"United Kingdom",GBP
T555564,2019-06-05,22469,"Heart of wicker small",11,NULL,15005,"United Kingdom",GBP
T555567,2019-06-05,22556,"Plasters in tin circus parade",11,2,17050,"United Kingdom",GBP
T555573,2019-06-05,22033,"Botanical rose greeting card",10,NULL,15349,"United Kingdom",GBP
T555574,2019-06-05,23007,"Spaceboy baby gift set",27,1,12417,Belgium,BEF
T555631,2019-06-06,85099,"Jumbo bag baroque black white",0,1,18118,"United Kingdom",GBP
T555631,2019-06-06,22464,"Hanging metal heart lantern",11,1,18118,"United Kingdom",GBP
T555642,2019-06-05,84832,"Zinc willie winkie candle stick",11,12,18248,"United Kingdom",GBP
T555647,2019-06-06,22425,"Enamel colander cream",15,3,12957,"United Kingdom",GBP
T555703,2019-06-06,20727,"Lunch bag black skull",5,10,15379,"United Kingdom",GBP
T555703,2019-06-06,21930,"Jumbo storage bag skulls",12,10,15379,"United Kingdom",GBP
T555705,2019-06-06,47591,"Pink fairy cake childrens apron",12,10,14713,"United Kingdom",GBP
T555743,2019-06-07,22699,"Roses regency teacup and saucer",13,6,12868,"United Kingdom",GBP
T555836,2019-06-06,22027,"Tea party birthday card ",10,12,13098,"United Kingdom",GBP
T555841,2019-06-07,21881,"Cute cats tape",10,1,14583,"United Kingdom",GBP
T555850,2019-06-06,20751,"Funky washing up gloves assorted",12,NULL,16550,"United Kingdom",GBP
T555850,2019-06-07,22416,"Set of 36 spaceboy paper doilies",11,3,16550,"United Kingdom",GBP
T555850,2019-06-07,21060,"Party invites balloon girl",11,2,16550,"United Kingdom",GBP
T555851,2019-06-07,85099,"Jumbo bag strawberry",6,4,13050,"United Kingdom",GBP
T555861,2019-06-07,21931,"Jumbo storage bag suki ",12,20,12990,"United Kingdom",GBP
T555866,2019-06-06,20723,"Strawberry charlotte bag",0,10,16841,"United Kingdom",GBP
T555920,2019-06-07,48173,"Doormat black flock",0,200,18102,"United Kingdom",GBP
T555923,2019-06-07,85062,"Pearl crystal pumpkin tlight hldr",12,10,15923,"United Kingdom",GBP
T555924,2019-06-06,23168,"Classic cafe sugar dispenser",12,10,12924,"United Kingdom",GBP
T555924,2019-06-07,22906,"12 message cards with envelopes",13,10,12924,"United Kingdom",GBP
T555925,2019-06-07,22356,"Charlotte bag pink polkadot",11,1,16925,"United Kingdom",GBP
T555925,2019-06-06,84992,"72 sweetheart fairy cake cases ",11,1,16925,"United Kingdom",GBP
T555925,2019-06-07,16207,"Pink strawberry handbag",12,1,16925,"United Kingdom",GBP
T555925,2019-06-07,84380,"Set of 3 butterfly cookie cutters",12,NULL,16925,"United Kingdom",GBP
T555929,2019-06-07,82483,"Wood 2 drawer cabinet white finish",16,NULL,16525,"United Kingdom",GBP
T555931,2019-06-08,23147,"Single antique rose hook ivory",11,NULL,17828,Malta,EUR
T555946,2019-06-07,21240,"Blue polkadot cup",11,NULL,17238,"United Kingdom",GBP
T555947,2019-06-07,20719,"Woodland charlotte bag",10,100,14911,Ireland,EUR
